,,2 / 2 / 1 2,,,(cid:160)T hirty-One Gifts,,,"(cid:160)Co lum bus ( Franklin), 
Jo hnsto wn (L icking)",,,(cid:160)1 8 3,,,2 / 1 / 2 0 1 2,,,(cid:160)( 6 1 4 )  4 1 4 -47 3 9,,,N/ A,,,0 0 0 -11 -03 3,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,2 / 2 / 1 2,,,"(cid:160)Schneider  L o gistics Inc. 
(SLI)",,,(cid:160)W est  Cheste r (Butler),,,(cid:160)1 0,,,3 / 3 1 / 2 0 1 2,,,(cid:160)( 7 3 4 )  2 1 6 -89 9 6,,,N/ A,,,0 1 2 -11 -03 2,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,2 / 2 / 1 2,,,"(cid:160)L iz Claibo rne  D istributio n 
Center",,,(cid:160)W est  Cheste r (Butler),,,(cid:160)3 6 5,,,"0 1 / 2 7 / 2 0 1 2  
thro ugh 
0 9 / 0 1 / 2 0 1 2",,,(cid:160)( 2 0 1 )  2 9 5 -71 6 4,,,"CM RJB, 
Wo rkers  United",,,0 1 2 -11 -03 1,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 / 3 0 / 1 2,,,(cid:160)K m art Sto re  #9 6 6 0,,,(cid:160)Springfield ( Clark),,,(cid:160)5 2,,,4 / 1 / 2 0 1 2,,,(cid:160)( 8 4 7 )  2 8 6 -14 2 7,,,N/ A,,,0 0 7 -11 -03 0,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 / 2 6 / 1 2,,,"(cid:160)Fo rtis P lastics, L L C",,,(cid:160)W ilm ingto n ( Clinto n),,,(cid:160)1 1 9,,,"0 3 / 3 0 / 2 0 1 2  - 
0 4 / 1 3 / 2 0 1 2",,,(cid:160)( 9 3 7 )  3 8 2 -09 6 6,,,N/ A,,,0 0 7 -11 -02 9,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 / 1 8 / 1 2,,,"(cid:160)P CCW T elese rv ices  (US), 
Inc",,,(cid:160)T iffin ( Seneca),,,(cid:160)1 2 8,,,"0 3 / 2 0 / 2 0 1 2  - 
0 4 / 0 3 / 2 0 1 2",,,(cid:160)( 6 1 4 )  2 8 0 -16 0 0,,,N/ A,,,0 0 7 -11 -02 8,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 / 1 0 / 1 2,,,(cid:160)M acy 's,,,(cid:160)P arm a (Cuyaho ga),,,(cid:160)1 2 7,,,"0 3 / 0 9 / 2 0 1 2  - 
0 3 / 2 2 / 2 0 1 2",,,(cid:160)( 6 4 6 )  4 2 9 -47 2 9,,,N/ A,,,0 0 2 -11 -02 7,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 / 1 0 / 1 2,,,(cid:160)CSC,,,(cid:160)Be av ercree k  (Gree ne),,,(cid:160)1 1 4,,,3 / 6 / 2 0 1 2,,,(cid:160)( 8 7 7 )  6 1 2 -22 1 1,,,N/ A,,,0 0 7 -11 -02 6,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 / 6 / 1 2,,,"(cid:160)D ive rsapack  o f M o nro e, 
L L C",,,"(cid:160)M o nro e
(Butler)",,,(cid:160)1 7 3,,,3 / 5 / 2 0 1 2,,,"(cid:160)( 5 1 3 )  5 3 9 -69 7 7  
x2 0 9",,,N/ A,,,0 1 2 -11 -02 5,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 / 5 / 1 2,,,(cid:160)X ante rra P arks &  Re so rts,,,(cid:160)Co llege Co rner  (Butler),,,(cid:160)9 3,,,2 / 7 / 2 0 1 2,,,(cid:160)( 4 1 9 )  8 3 6 -14 6 6,,,N/ A,,,0 1 2 -11 -02 4,,
,,,,,,,,,,,,,,,,,,,,,,,,,
